,ID,Household income,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Shortest distance,Height diff,LULC,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
76,77,40000,1,4,0,75,120,300,350,0,0,0,0,40,344.41,0,7,1,0,0,0,1,0,1,0,1,0,0,0,120.22561570309296
77,78,45000,1,3,0,75,130,120,170,0,0,0,0,60,315.41,1,7,1,0,0,0,1,0,1,0,0,1,0,0,9.496096211735164
78,79,95000,1,6,0,75,120,120,170,0,0,0,0,60,347.59,2,7,1,0,0,0,1,0,0,1,1,0,0,0,140.69770848108442
79,80,105000,1,4,0,75,120,120,170,0,0,0,0,40,372.86,3,7,1,0,0,0,1,0,0,1,0,1,0,0,114.55015074986832
80,81,75000,1,6,0,75,113,180,230,0,0,0,0,60,408.79,5,7,1,0,0,0,1,0,1,0,0,1,0,0,148.54910885144335
81,82,60000,1,3,0,75,130,120,170,0,0,0,0,60,389.42,4,7,1,0,0,0,1,0,0,1,1,0,0,0,11.303392254793891
82,83,105000,1,3,0,75,130,120,170,0,0,0,0,60,415.88,8,7,1,0,0,0,1,0,0,1,0,1,0,0,77.7006522509433
83,84,95000,1,6,0,75,120,220,270,0,0,0,0,60,465.97,15,7,1,0,0,0,1,0,1,0,1,0,0,0,165.25537176380686
84,85,80000,1,4,0,75,130,120,170,0,0,0,0,80,491.23,11,7,1,0,0,0,1,0,1,0,1,0,0,0,48.75273395656171
85,86,45000,1,3,0,75,92,120,170,0,0,0,0,90,434.01,4,7,1,0,0,0,1,0,1,0,1,0,0,0,34.359627515869875
86,87,60000,1,3,0,75,92,180,230,0,0,0,0,90,491.92,3,7,1,0,0,0,1,0,0,1,0,1,0,0,90.62563615619305
87,88,85000,1,6,0,75,122,120,170,0,0,0,0,60,422.2,3,7,1,0,0,0,1,0,0,1,0,1,0,0,120.5564890088869
88,89,45000,1,3,0,75,62,190,240,0,0,0,0,120,349.23,8,7,1,0,0,0,1,0,0,1,1,0,0,0,107.78626131071206
89,90,45000,1,3,0,75,62,120,170,0,0,0,0,120,326.96,10,7,1,0,0,0,1,0,1,0,0,1,0,0,75.93297193810608
90,91,45000,1,4,0,75,55,165,210,0,0,0,0,200,297.43,7,7,1,0,0,0,1,0,1,0,0,1,0,0,156.48582094388055
91,92,45000,1,4,0,75,62,165,210,0,0,0,0,160,345.24,11,7,1,0,0,0,1,0,1,0,0,1,0,0,126.26919074425027
92,93,45000,1,6,0,75,132,100,150,0,0,0,0,120,318.68,10,7,1,0,0,0,1,0,1,0,1,0,0,0,46.50638838897254
93,94,45000,1,6,0,75,132,165,210,0,0,0,0,120,292.31,9,7,1,0,0,0,1,0,0,1,1,0,0,0,81.80673931556353
94,95,45000,1,6,0,75,135,120,170,0,0,0,0,120,320.98,10,7,1,0,0,0,1,0,1,0,0,0,0,1,7.81156685270463
95,96,45000,1,3,0,75,62,165,210,0,0,0,0,120,359.9,16,7,1,0,0,0,1,0,1,0,0,0,0,1,32.54144623645698
96,97,45000,1,4,0,75,92,165,210,0,0,0,0,120,322.58,12,7,1,0,0,0,1,0,0,1,0,0,0,1,28.68220199857717
97,98,50000,1,4,0,75,55,200,250,0,0,0,0,200,266.32,10,7,1,0,0,0,1,0,1,0,1,0,0,0,177.04561504449566
98,99,80000,1,4,0,75,92,165,210,0,0,0,0,120,364.61,9,7,1,0,0,0,1,0,1,0,1,0,0,0,136.96889912257893
99,100,70000,1,5,0,75,25,285,330,0,0,0,0,400,239.56,2,7,1,0,0,0,1,0,0,1,1,0,0,0,374.0646803204089
100,101,85000,1,6,107,74,32,240,290,0,0,0,0,420,90.27,2,7,1,0,0,0,1,0,0,1,0,1,0,0,417.3385551447823
101,102,105000,1,3,107,74,13,480,300,0,0,0,0,390,201.42,2,7,1,0,0,0,1,0,0,1,1,0,0,0,444.56945177430845
102,103,40000,1,4,107,74,42,285,330,0,0,0,0,320,154.25,3,7,1,0,0,0,1,0,1,0,1,0,0,0,285.0674536059741
103,104,65000,1,5,107,74,62,210,260,0,0,0,0,300,169.96,3,7,1,0,0,0,1,0,0,1,1,0,0,0,271.90218095704176
104,105,85000,1,6,107,74,65,165,210,0,0,0,0,300,173.93,6,7,1,0,0,0,1,0,1,0,1,0,0,0,289.93464046256406
105,106,60000,1,3,107,74,25,405,450,0,0,0,0,330,144.14,6,7,1,0,0,0,1,0,1,0,0,1,0,0,385.83794364018826
106,107,75000,1,4,107,74,25,200,250,0,0,0,0,320,164.0,6,7,1,0,0,0,1,0,1,0,0,0,0,1,257.4709876427919
107,108,55000,1,5,107,74,25,285,330,0,0,0,0,400,108.26,2,7,1,0,0,0,1,0,1,0,1,0,0,0,373.15261737742964
108,109,95000,1,6,107,74,42,210,260,0,0,0,0,360,113.89,2,7,1,0,0,0,1,0,0,1,0,1,0,0,387.57676195885176
