,ID,Household income,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Shortest distance,Height diff,LULC,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
134,135,95000,1,6,107,74,42,240,290,0,0,0,0,420,79.2,1,7,1,0,0,1,0,0,0,1,1,0,0,0,377.051384748781
135,136,95000,1,6,107,74,32,330,380,0,0,0,0,540,30.59,1,7,1,0,0,0,1,0,1,0,0,1,0,0,473.48392568757225
136,137,95000,1,4,107,74,22,450,500,0,0,0,0,480,67.08,2,7,1,0,0,1,0,0,1,0,1,0,0,0,478.2450886469269
137,138,95000,1,5,107,74,32,230,280,0,0,0,0,450,69.35,2,7,1,0,0,0,1,0,0,1,0,1,0,0,376.53247395863974
138,139,95000,1,3,107,74,5,600,450,0,0,0,0,480,49.48,1,7,1,0,0,0,1,0,1,0,0,1,0,0,498.8444380797864
139,140,95000,1,3,107,74,5,480,300,0,0,0,0,480,45.88,0,7,1,0,0,0,1,0,0,1,1,0,0,0,429.9412579342242
140,141,95000,1,4,107,74,25,360,410,0,0,0,0,400,93.91,3,7,1,0,0,1,0,0,0,1,1,0,0,0,404.35543698939256
141,142,75000,1,6,107,74,25,280,330,0,0,0,0,600,10.77,0,7,1,0,0,0,1,0,0,1,0,1,0,0,439.77122527434483
142,143,95000,1,6,107,74,35,285,330,0,0,0,0,480,60.44,2,7,1,0,0,0,1,0,0,1,0,1,0,0,424.2416533330483
143,144,60000,1,3,107,74,5,720,380,0,0,0,0,570,35.44,1,7,1,0,0,1,0,0,1,0,0,1,0,0,467.86927408263193
144,145,75000,1,4,107,74,22,450,500,0,0,0,0,480,59.51,0,7,1,0,0,1,0,0,1,0,0,1,0,0,453.9670934397711
145,146,40000,1,4,107,74,25,180,230,0,0,0,0,400,99.76,1,7,1,0,0,0,1,0,1,0,0,1,0,0,257.7872832655103
146,147,65000,1,5,107,74,35,285,330,0,0,0,0,400,89.47,2,7,1,0,0,0,1,0,0,1,0,1,0,0,343.53948472844496
147,148,85000,1,6,107,74,35,300,350,0,0,0,0,480,57.71,1,7,1,0,0,1,0,0,1,0,1,0,0,0,419.7160698744628
148,149,40000,1,4,107,74,62,120,170,0,0,0,0,160,229.59,8,7,1,0,0,0,1,0,1,0,1,0,0,0,119.38792991135745
149,150,45000,1,3,107,74,5,645,400,0,0,0,0,510,36.36,1,7,1,0,0,1,0,0,1,0,0,1,0,0,424.21709279873073
150,151,65000,1,5,107,74,35,285,330,0,0,0,0,400,129.4,5,7,1,0,0,0,1,0,0,1,0,1,0,0,335.70385162485405
151,152,40000,1,4,107,74,32,360,410,0,0,0,0,400,121.5,4,7,1,0,0,0,1,0,0,1,1,0,0,0,325.711775756827
152,153,40000,1,6,107,74,42,210,260,0,0,0,0,360,177.72,4,7,1,0,0,0,1,0,0,1,0,1,0,0,266.7525712224263
153,154,40000,1,5,107,74,132,380,430,0,0,0,0,100,230.65,7,7,1,0,0,0,1,0,0,1,0,1,0,0,182.23179684846502
154,155,40000,1,4,107,74,92,210,260,0,0,0,0,120,294.54,6,7,1,0,0,0,1,0,0,1,1,0,0,0,120.19605661741156
155,156,40000,1,4,107,74,92,210,260,0,0,0,0,120,178.72,2,7,1,0,0,0,1,0,1,0,1,0,0,0,141.13253955289707
156,157,40000,1,5,107,74,132,380,430,0,0,0,0,100,196.02,9,7,1,0,0,0,1,0,1,0,1,0,0,0,187.73429061126228
157,158,90000,1,6,107,74,122,210,260,0,0,0,0,60,224.45,11,7,1,0,0,0,1,0,0,1,1,0,0,0,181.90985094277704
158,159,105000,1,6,107,74,113,180,230,0,0,0,0,120,215.2,11,7,1,0,0,0,1,0,0,1,1,0,0,0,211.40407220874482
159,160,70000,1,5,107,74,113,210,260,0,0,0,0,100,210.11,5,7,1,0,0,0,1,0,1,0,1,0,0,0,170.71380365042796
160,161,70000,1,3,107,74,92,210,260,0,0,0,0,90,250.91,6,7,1,0,0,0,1,0,0,1,1,0,0,0,140.68301652642674
161,162,70000,1,5,107,74,122,180,230,0,0,0,0,50,332.63,7,7,1,0,0,0,1,0,0,1,0,1,0,0,118.29006215884135
162,163,70000,1,6,107,74,122,210,260,0,0,0,0,60,389.28,1,7,1,0,0,0,1,0,1,0,0,1,0,0,164.23301593307778
163,164,70000,1,3,107,74,132,370,420,0,0,0,0,60,448.99,3,7,1,0,0,0,1,0,0,1,1,0,0,0,166.37536555163172
164,165,105000,1,4,107,74,132,210,260,0,0,0,0,80,338.76,10,7,1,0,0,0,1,0,0,1,0,1,0,0,157.28527438167592
165,166,40000,1,4,107,74,132,210,260,0,0,0,0,80,305.81,18,7,1,0,0,0,1,0,0,1,0,1,0,0,55.48401668356914
166,167,100000,1,3,107,74,92,320,370,0,0,0,0,90,308.01,18,7,1,0,0,0,1,0,1,0,1,0,0,0,216.40364247103483
167,168,40000,1,4,107,74,132,210,260,0,0,0,0,80,400.05,22,7,1,0,0,0,1,0,1,0,1,0,0,0,48.21910581941103
168,169,50000,1,4,107,74,132,140,190,0,0,0,0,80,420.33,23,7,1,0,0,0,1,0,1,0,1,0,0,0,25.789423770667327
169,170,55000,1,3,107,74,92,210,260,0,0,0,0,90,378.8,18,7,1,0,0,0,1,0,0,1,0,1,0,0,89.98637519588723
170,171,70000,1,5,107,74,122,210,260,0,0,0,0,50,426.9,11,7,1,0,0,0,1,0,1,0,1,0,0,0,125.48925693744937
171,172,50000,1,4,107,74,132,180,230,0,0,0,0,80,473.33,10,7,1,0,0,0,1,0,0,1,1,0,0,0,57.18296875106071
172,173,80000,1,4,107,74,132,210,260,0,0,0,0,80,531.51,18,7,1,0,0,0,1,0,0,1,0,1,0,0,95.13409577783148
173,174,80000,1,5,107,74,132,210,260,0,0,0,0,50,527.39,16,7,1,0,0,0,1,0,1,0,1,0,0,0,115.3551085754606
174,175,80000,1,6,107,74,122,190,240,0,0,0,0,60,463.04,4,7,1,0,0,0,1,0,0,1,1,0,0,0,153.4028021524338
175,176,80000,1,3,107,74,132,210,260,0,0,0,0,60,488.07,26,7,1,0,0,0,1,0,1,0,0,1,0,0,68.32038745460167
176,177,80000,1,4,107,74,120,210,260,0,0,0,0,80,474.22,15,7,1,0,0,0,1,0,0,1,0,1,0,0,114.6231496984073
177,178,80000,1,4,107,74,120,400,450,0,0,0,0,80,469.3,24,7,1,0,0,0,1,0,0,1,1,0,0,0,190.6503689798323
178,179,80000,1,5,107,74,130,210,260,0,0,0,0,50,470.34,17,7,1,0,0,0,1,0,1,0,0,1,0,0,119.14568220084556
179,180,80000,1,3,107,74,50,120,170,0,0,0,0,120,405.81,9,7,1,0,0,0,1,0,1,0,1,0,0,0,144.65790038254545
180,181,80000,1,4,107,74,90,280,330,0,0,0,0,120,379.33,16,7,1,0,0,0,1,0,1,0,1,0,0,0,194.52104474429996
181,182,50000,1,4,107,74,90,120,170,0,0,0,0,120,323.36,12,7,1,0,0,0,1,0,0,1,0,1,0,0,81.179773786091
182,183,60000,1,3,107,74,90,120,170,0,0,0,0,90,373.55,9,7,1,0,0,0,1,0,1,0,1,0,0,0,78.08917164256025
183,184,50000,1,4,107,74,55,165,210,0,0,0,0,200,268.75,9,7,1,0,0,0,1,0,1,0,0,1,0,0,164.88604034062357
