,ID,Household income,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Shortest distance,Height diff,LULC,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
160,161,70000,1,3,107,74,92,210,260,0,0,0,0,90,250.91,6,7,1,0,0,0,1,0,0,1,1,0,0,0,141.72121417729258
161,162,70000,1,5,107,74,122,180,230,0,0,0,0,50,332.63,7,7,1,0,0,0,1,0,0,1,0,1,0,0,118.76162228160294
162,163,70000,1,6,107,74,122,210,260,0,0,0,0,60,389.28,1,7,1,0,0,0,1,0,1,0,0,1,0,0,171.03803621899087
163,164,70000,1,3,107,74,132,370,420,0,0,0,0,60,448.99,3,7,1,0,0,0,1,0,0,1,1,0,0,0,172.23130820654922
164,165,105000,1,4,107,74,132,210,260,0,0,0,0,80,338.76,10,7,1,0,0,0,1,0,0,1,0,1,0,0,164.10386842155796
165,166,40000,1,4,107,74,132,210,260,0,0,0,0,80,305.81,18,7,1,0,0,0,1,0,0,1,0,1,0,0,47.89557704273011
166,167,100000,1,3,107,74,92,320,370,0,0,0,0,90,308.01,18,7,1,0,0,0,1,0,1,0,1,0,0,0,229.74266928045697
167,168,40000,1,4,107,74,132,210,260,0,0,0,0,80,400.05,22,7,1,0,0,0,1,0,1,0,1,0,0,0,34.94202560326505
168,169,50000,1,4,107,74,132,140,190,0,0,0,0,80,420.33,23,7,1,0,0,0,1,0,1,0,1,0,0,0,8.3504765814277
169,170,55000,1,3,107,74,92,210,260,0,0,0,0,90,378.8,18,7,1,0,0,0,1,0,0,1,0,1,0,0,88.21738590401193
170,171,70000,1,5,107,74,122,210,260,0,0,0,0,50,426.9,11,7,1,0,0,0,1,0,1,0,1,0,0,0,122.73340321472034
171,172,50000,1,4,107,74,132,180,230,0,0,0,0,80,473.33,10,7,1,0,0,0,1,0,0,1,1,0,0,0,44.59808648718746
172,173,80000,1,4,107,74,132,210,260,0,0,0,0,80,531.51,18,7,1,0,0,0,1,0,0,1,0,1,0,0,92.8880031089007
173,174,80000,1,5,107,74,132,210,260,0,0,0,0,50,527.39,16,7,1,0,0,0,1,0,1,0,1,0,0,0,110.93381008227416
174,175,80000,1,6,107,74,122,190,240,0,0,0,0,60,463.04,4,7,1,0,0,0,1,0,0,1,1,0,0,0,153.9617261390027
175,176,80000,1,3,107,74,132,210,260,0,0,0,0,60,488.07,26,7,1,0,0,0,1,0,1,0,0,1,0,0,62.63717120156514
176,177,80000,1,4,107,74,120,210,260,0,0,0,0,80,474.22,15,7,1,0,0,0,1,0,0,1,0,1,0,0,115.36965087363288
177,178,80000,1,4,107,74,120,400,450,0,0,0,0,80,469.3,24,7,1,0,0,0,1,0,0,1,1,0,0,0,200.50865034732902
178,179,80000,1,5,107,74,130,210,260,0,0,0,0,50,470.34,17,7,1,0,0,0,1,0,1,0,0,1,0,0,119.84804394261647
179,180,80000,1,3,107,74,50,120,170,0,0,0,0,120,405.81,9,7,1,0,0,0,1,0,1,0,1,0,0,0,145.4366887859119
180,181,80000,1,4,107,74,90,280,330,0,0,0,0,120,379.33,16,7,1,0,0,0,1,0,1,0,1,0,0,0,203.76383376698863
181,182,50000,1,4,107,74,90,120,170,0,0,0,0,120,323.36,12,7,1,0,0,0,1,0,0,1,0,1,0,0,76.64219096687063
182,183,60000,1,3,107,74,90,120,170,0,0,0,0,90,373.55,9,7,1,0,0,0,1,0,1,0,1,0,0,0,68.71574409302679
183,184,50000,1,4,107,74,55,165,210,0,0,0,0,200,268.75,9,7,1,0,0,0,1,0,1,0,0,1,0,0,173.54988781173535
